 accuracy	 gpsAltitude	 latitude	 longitude	 pressure
11	100945557	37.97129384	-87.57347672	1000768555
11	100945557	37.97129384	-87.57347672	1000813232
11	100945557	37.97129384	-87.57347672	1000813232
11	100945557	37.97129384	-87.57347672	1000813232
11	100945557	37.97129384	-87.57347672	1000813232
11	100945557	37.97129384	-87.57347672	1000849609
11	100945557	37.97129384	-87.57347672	1000849609
11	100945557	37.97129384	-87.57347672	1000824463
11	100945557	37.97129384	-87.57347672	1000824463
11	100945557	37.97129384	-87.57347672	1000772705
11	100945557	37.97129384	-87.57347672	1000772705
11	100945557	37.97129384	-87.57347672	1000819336
11	100945557	37.97129384	-87.57347672	1000819336
12	101552673	37.97130016	-87.57347011	1000823486
12	101552673	37.97130016	-87.57347011	1000823486
12	101552673	37.97130016	-87.57347011	1000827881
12	101552673	37.97130016	-87.57347011	1000850586
12	101552673	37.97130016	-87.57347011	1000790771
12	101552673	37.97130016	-87.57347011	1000790771
12	101552673	37.97130016	-87.57347011	1000815674
12	101552673	37.97130016	-87.57347011	1000815674
12	101552673	37.97130016	-87.57347011	1000815674
12	101552673	37.97130016	-87.57347011	1000815674
12	101552673	37.97130016	-87.57347011	1000854980
12	101552673	37.97130016	-87.57347011	1000854980
12	101552673	37.97130016	-87.57347011	1000865479
12	101552673	37.97130016	-87.57347011	1000865479
12	101552673	37.97130016	-87.57347011	1000767822
12	101552673	37.97130016	-87.57347011	1000800537
12	101552673	37.97130016	-87.57347011	1000800537
12	101280701	37.97130777	-87.57345426	1000806885
12	101280701	37.97130777	-87.57345426	1000806885
12	101280701	37.97130777	-87.57345426	1000854004
12	101280701	37.97130777	-87.57345426	1000854004
12	101280701	37.97130777	-87.57345426	1000872070
12	101280701	37.97130777	-87.57345426	1000845947
12	101280701	37.97130777	-87.57345426	1000845947
12	101280701	37.97130777	-87.57345426	1000867432
12	101280701	37.97130777	-87.57345426	1000867432
12	101280701	37.97130777	-87.57345426	1000867432
12	101280701	37.97130777	-87.57345426	1000867432
12	101280701	37.97130777	-87.57345426	1000916260
12	101280701	37.97130777	-87.57345426	1000916260
12	101280701	37.97130777	-87.57345426	1000859131
12	101280701	37.97130777	-87.57345426	1000859131
12	101280701	37.97130777	-87.57345426	1000809326
12	101280701	37.97130777	-87.57345426	1000831055
12	101402283	37.97131633	-87.57344127	1000832520
12	101402283	37.97131633	-87.57344127	1000832520
12	101402283	37.97131633	-87.57344127	1000847656
12	101402283	37.97131633	-87.57344127	1000847656
12	101402283	37.97131633	-87.57344127	1000847656
12	101402283	37.97131633	-87.57344127	1000894775
12	101402283	37.97131633	-87.57344127	1000842773
12	101402283	37.97131633	-87.57344127	1000856445
12	101402283	37.97131633	-87.57344127	1000856445
12	101402283	37.97131633	-87.57344127	1000856445
12	101402283	37.97131633	-87.57344127	1000856445
12	101402283	37.97131633	-87.57344127	1000884521
12	101402283	37.97131633	-87.57344127	1000884521
12	101402283	37.97131633	-87.57344127	1000884521
12	101402283	37.97131633	-87.57344127	1000894531
12	101402283	37.97131633	-87.57344127	1000894531
12	101402283	37.97131633	-87.57344127	1000792236
12	101402283	37.97131633	-87.57344127	1000797119
12	102112854	37.97131598	-87.57342974	1000811768
12	102112854	37.97131598	-87.57342974	1000811768
12	102112854	37.97131598	-87.57342974	1000824951
12	102112854	37.97131598	-87.57342974	1000824951
12	102112854	37.97131598	-87.57342974	1000824951
12	102112854	37.97131598	-87.57342974	1000843994
12	102112854	37.97131598	-87.57342974	1000847168
12	102112854	37.97131598	-87.57342974	1000823730
12	102112854	37.97131598	-87.57342974	1000823730
12	102112854	37.97131598	-87.57342974	1000823730
12	102112854	37.97131598	-87.57342974	1000823730
12	102112854	37.97131598	-87.57342974	1000857422
12	102112854	37.97131598	-87.57342974	1000857422
12	102112854	37.97131598	-87.57342974	1000885742
12	102112854	37.97131598	-87.57342974	1000885742
12	102112854	37.97131598	-87.57342974	1000885742
12	102112854	37.97131598	-87.57342974	1000866943
12	102112854	37.97131598	-87.57342974	1000808350
12	103707275	37.97131621	-87.57342427	1000834961
12	103707275	37.97131621	-87.57342427	1000834961
12	103707275	37.97131621	-87.57342427	1000828613
12	103707275	37.97131621	-87.57342427	1000828613
12	103707275	37.97131621	-87.57342427	1000828613
12	103707275	37.97131621	-87.57342427	1000891113
12	103707275	37.97131621	-87.57342427	1000925781
12	103707275	37.97131621	-87.57342427	1000867676
12	103707275	37.97131621	-87.57342427	1000867676
12	103707275	37.97131621	-87.57342427	1000867676
12	103707275	37.97131621	-87.57342427	1000884033
12	103707275	37.97131621	-87.57342427	1000884033
12	103707275	37.97131621	-87.57342427	1000884033
12	103707275	37.97131621	-87.57342427	1000907959
12	103707275	37.97131621	-87.57342427	1000907959
12	103707275	37.97131621	-87.57342427	1000907959
12	103707275	37.97131621	-87.57342427	1000926758
12	103707275	37.97131621	-87.57342427	1000817871
12	104140930	37.97131905	-87.5734267	1000814453
12	104140930	37.97131905	-87.5734267	1000814453
12	104140930	37.97131905	-87.5734267	1000822266
12	104140930	37.97131905	-87.5734267	1000822266
12	104140930	37.97131905	-87.5734267	1000822266
12	104140930	37.97131905	-87.5734267	1000854248
12	104140930	37.97131905	-87.5734267	1000868164
12	104140930	37.97131905	-87.5734267	1000883301
12	104140930	37.97131905	-87.5734267	1000883301
12	104140930	37.97131905	-87.5734267	1000883301
12	104140930	37.97131905	-87.5734267	1000850098
12	104140930	37.97131905	-87.5734267	1000850098
12	104140930	37.97131905	-87.5734267	1000850098
12	104140930	37.97131905	-87.5734267	1000888672
12	104140930	37.97131905	-87.5734267	1000888672
12	104140930	37.97131905	-87.5734267	1000888672
12	104140930	37.97131905	-87.5734267	1000915771
12	104140930	37.97131905	-87.5734267	1000875732
12	104522522	37.97132147	-87.57343435	1000789551
12	104522522	37.97132147	-87.57343435	1000789551
12	104522522	37.97132147	-87.57343435	1000820313
12	104522522	37.97132147	-87.57343435	1000820313
12	104522522	37.97132147	-87.57343435	1000820313
12	104522522	37.97132147	-87.57343435	1000816895
12	104522522	37.97132147	-87.57343435	1000833252
12	104522522	37.97132147	-87.57343435	1000901123
12	104522522	37.97132147	-87.57343435	1000901123
12	104522522	37.97132147	-87.57343435	1000901123
12	104522522	37.97132147	-87.57343435	1000839844
12	104522522	37.97132147	-87.57343435	1000839844
12	104522522	37.97132147	-87.57343435	1000865234
12	104522522	37.97132147	-87.57343435	1000865234
12	104522522	37.97132147	-87.57343435	1000865234
12	104522522	37.97132147	-87.57343435	1000865234
12	104522522	37.97132147	-87.57343435	1000895264
12	104522522	37.97132147	-87.57343435	1000909180
12	103924866	37.97133219	-87.57343823	1000799561
12	103924866	37.97133219	-87.57343823	1000799561
12	103924866	37.97133219	-87.57343823	1000819336
12	103924866	37.97133219	-87.57343823	1000819336
12	103924866	37.97133219	-87.57343823	1000819336
12	103924866	37.97133219	-87.57343823	1000919922
12	103924866	37.97133219	-87.57343823	1000950928
12	103924866	37.97133219	-87.57343823	1000938965
12	103924866	37.97133219	-87.57343823	1000938965
12	103924866	37.97133219	-87.57343823	1000938965
12	103924866	37.97133219	-87.57343823	1000938965
12	103924866	37.97133219	-87.57343823	1000916504
12	103924866	37.97133219	-87.57343823	1000916504
12	103924866	37.97133219	-87.57343823	1000907715
12	103924866	37.97133219	-87.57343823	1000907715
12	103924866	37.97133219	-87.57343823	1000907715
12	103924866	37.97133219	-87.57343823	1001010498
12	104337402	37.97134057	-87.573437	1001006104
12	104337402	37.97134057	-87.573437	1000977539
12	104337402	37.97134057	-87.573437	1000977539
12	104337402	37.97134057	-87.573437	1000884766
12	104337402	37.97134057	-87.573437	1000884766
12	104337402	37.97134057	-87.573437	1000884766
12	104337402	37.97134057	-87.573437	1000893555
12	104337402	37.97134057	-87.573437	1000915771
12	104337402	37.97134057	-87.573437	1000910645
12	104337402	37.97134057	-87.573437	1000910645
12	104337402	37.97134057	-87.573437	1000910645
12	104337402	37.97134057	-87.573437	1000910645
12	104337402	37.97134057	-87.573437	1000932129
12	104337402	37.97134057	-87.573437	1000932129
12	104337402	37.97134057	-87.573437	1000862793
12	104337402	37.97134057	-87.573437	1000862793
12	104337402	37.97134057	-87.573437	1000862793
12	104337402	37.97134057	-87.573437	1000873047
12	104817749	37.97134573	-87.57343654	1000904053
12	104817749	37.97134573	-87.57343654	1000923096
12	104817749	37.97134573	-87.57343654	1000923096
12	104817749	37.97134573	-87.57343654	1000822754
12	104817749	37.97134573	-87.57343654	1000822754
12	104817749	37.97134573	-87.57343654	1000822754
12	104817749	37.97134573	-87.57343654	1000847656
12	104817749	37.97134573	-87.57343654	1000963867
12	104817749	37.97134573	-87.57343654	1000955322
12	104817749	37.97134573	-87.57343654	1000955322
12	104817749	37.97134573	-87.57343654	1000955322
12	104817749	37.97134573	-87.57343654	1000926514
12	104817749	37.97134573	-87.57343654	1000926514
12	104817749	37.97134573	-87.57343654	1000926514
12	104817749	37.97134573	-87.57343654	1000897949
12	104817749	37.97134573	-87.57343654	1000897949
12	104817749	37.97134573	-87.57343654	1000897949
12	104817749	37.97134573	-87.57343654	1000921631
12	104790405	37.97134929	-87.57343551	1000935059
12	104790405	37.97134929	-87.57343551	1000906982
12	104790405	37.97134929	-87.57343551	1000906982
12	104790405	37.97134929	-87.57343551	1000860107
12	104790405	37.97134929	-87.57343551	1000860107
12	104790405	37.97134929	-87.57343551	1000892578
12	104790405	37.97134929	-87.57343551	1000888672
12	104790405	37.97134929	-87.57343551	1000921875
12	104790405	37.97134929	-87.57343551	1000916260
12	104790405	37.97134929	-87.57343551	1000916260
12	104790405	37.97134929	-87.57343551	1000916260
12	104790405	37.97134929	-87.57343551	1000927734
12	104790405	37.97134929	-87.57343551	1000927734
12	104790405	37.97134929	-87.57343551	1000899902
12	104790405	37.97134929	-87.57343551	1000899902
12	104790405	37.97134929	-87.57343551	1000899902
12	104790405	37.97134929	-87.57343551	1000899902
12	104790405	37.97134929	-87.57343551	1000933350
12	105109924	37.97135246	-87.57343614	1000933350
12	105109924	37.97135246	-87.57343614	1000947510
12	105109924	37.97135246	-87.57343614	1000947510
12	105109924	37.97135246	-87.57343614	1000847656
12	105109924	37.97135246	-87.57343614	1000865723
12	105109924	37.97135246	-87.57343614	1000865723
12	105109924	37.97135246	-87.57343614	1000867432
12	105109924	37.97135246	-87.57343614	1000935059
12	105109924	37.97135246	-87.57343614	1000963867
12	105109924	37.97135246	-87.57343614	1000963867
12	105109924	37.97135246	-87.57343614	1000980713
12	105109924	37.97135246	-87.57343614	1000980713
12	105109924	37.97135246	-87.57343614	1000980713
12	105109924	37.97135246	-87.57343614	1000931641
12	105109924	37.97135246	-87.57343614	1000931641
12	105109924	37.97135246	-87.57343614	1000931641
12	105109924	37.97135246	-87.57343614	1000931641
12	105109924	37.97135246	-87.57343614	1000928467
12	104834045	37.97135346	-87.57343593	1000928467
12	104834045	37.97135346	-87.57343593	1000975098
12	104834045	37.97135346	-87.57343593	1000865234
12	104834045	37.97135346	-87.57343593	1000865234
12	104834045	37.97135346	-87.57343593	1000846191
12	104834045	37.97135346	-87.57343593	1000846191
12	104834045	37.97135346	-87.57343593	1000849365
12	104834045	37.97135346	-87.57343593	1000855713
12	104834045	37.97135346	-87.57343593	1000855713
12	104834045	37.97135346	-87.57343593	1000855713
12	104834045	37.97135346	-87.57343593	1000864258
12	104834045	37.97135346	-87.57343593	1000864258
12	104834045	37.97135346	-87.57343593	1000864258
12	104834045	37.97135346	-87.57343593	1000846680
12	104834045	37.97135346	-87.57343593	1000846680
12	104834045	37.97135346	-87.57343593	1000846680
12	104834045	37.97135346	-87.57343593	1000841797
12	104834045	37.97135346	-87.57343593	1000879150
12	104859863	37.97135342	-87.57343536	1000879150
12	104859863	37.97135342	-87.57343536	1000932129
12	104859863	37.97135342	-87.57343536	1000923096
12	104859863	37.97135342	-87.57343536	1000923096
12	104859863	37.97135342	-87.57343536	1000873047
12	104859863	37.97135342	-87.57343536	1000873047
12	104859863	37.97135342	-87.57343536	1000900146
12	104859863	37.97135342	-87.57343536	1000917725
12	104859863	37.97135342	-87.57343536	1000917725
12	104859863	37.97135342	-87.57343536	1000917725
12	104859863	37.97135342	-87.57343536	1000945557
12	104859863	37.97135342	-87.57343536	1000945557
12	104859863	37.97135342	-87.57343536	1000945557
12	104859863	37.97135342	-87.57343536	1000970703
12	104859863	37.97135342	-87.57343536	1000970703
12	104859863	37.97135342	-87.57343536	1000970703
12	104859863	37.97135342	-87.57343536	1000893066
12	104859863	37.97135342	-87.57343536	1000891602
13	103675903	37.97135104	-87.57342924	1000919189
13	103675903	37.97135104	-87.57342924	1000919189
13	103675903	37.97135104	-87.57342924	1000960938
13	103675903	37.97135104	-87.57342924	1000960938
13	103675903	37.97135104	-87.57342924	1000858887
13	103675903	37.97135104	-87.57342924	1000858887
13	103675903	37.97135104	-87.57342924	1000872314
13	103675903	37.97135104	-87.57342924	1000880615
13	103675903	37.97135104	-87.57342924	1000880615
13	103675903	37.97135104	-87.57342924	1000880615
13	103675903	37.97135104	-87.57342924	1000868652
13	103675903	37.97135104	-87.57342924	1000868652
13	103675903	37.97135104	-87.57342924	1000868652
13	103675903	37.97135104	-87.57342924	1000893311
13	103675903	37.97135104	-87.57342924	1000893311
13	103675903	37.97135104	-87.57342924	1000893311
13	103675903	37.97135104	-87.57342924	1000875488
13	103675903	37.97135104	-87.57342924	1000869141
13	103685852	37.97135064	-87.57342536	1000903320
13	103685852	37.97135064	-87.57342536	1000919189
13	103685852	37.97135064	-87.57342536	1000919189
13	103685852	37.97135064	-87.57342536	1000919189
13	103685852	37.97135064	-87.57342536	1000915039
13	103685852	37.97135064	-87.57342536	1000915039
13	103685852	37.97135064	-87.57342536	1000889404
13	103685852	37.97135064	-87.57342536	1000898438
13	103685852	37.97135064	-87.57342536	1000898438
13	103685852	37.97135064	-87.57342536	1000932861
13	103685852	37.97135064	-87.57342536	1000932861
13	103685852	37.97135064	-87.57342536	1000932861
13	103685852	37.97135064	-87.57342536	1000932861
13	103685852	37.97135064	-87.57342536	1000924561
13	103685852	37.97135064	-87.57342536	1000924561
13	103685852	37.97135064	-87.57342536	1000956299
13	103685852	37.97135064	-87.57342536	1000956299
13	103685852	37.97135064	-87.57342536	1000899414
14	103058594	37.97134873	-87.57342069	1000921631
14	103058594	37.97134873	-87.57342069	1000947998
14	103058594	37.97134873	-87.57342069	1000947998
14	103058594	37.97134873	-87.57342069	1000947998
14	103058594	37.97134873	-87.57342069	1000987305
14	103058594	37.97134873	-87.57342069	1000987305
14	103058594	37.97134873	-87.57342069	1000866943
14	103058594	37.97134873	-87.57342069	1000869629
14	103058594	37.97134873	-87.57342069	1000869629
14	103058594	37.97134873	-87.57342069	1000891846
14	103058594	37.97134873	-87.57342069	1000891846
14	103058594	37.97134873	-87.57342069	1000891846
14	103058594	37.97134873	-87.57342069	1000891846
14	103058594	37.97134873	-87.57342069	1000938721
14	103058594	37.97134873	-87.57342069	1000938721
14	103058594	37.97134873	-87.57342069	1000949219
14	103058594	37.97134873	-87.57342069	1000949219
14	103058594	37.97134873	-87.57342069	1000915527
14	103058594	37.97134873	-87.57342069	1000915527
14	102220215	37.97134609	-87.5734153	1000899658
14	102220215	37.97134609	-87.5734153	1000930176
14	102220215	37.97134609	-87.5734153	1000930176
14	102220215	37.97134609	-87.5734153	1000930176
14	102220215	37.97134609	-87.5734153	1000952637
14	102220215	37.97134609	-87.5734153	1000952637
14	102220215	37.97134609	-87.5734153	1000852051
14	102220215	37.97134609	-87.5734153	1000867920
14	102220215	37.97134609	-87.5734153	1000867920
14	102220215	37.97134609	-87.5734153	1000886719
14	102220215	37.97134609	-87.5734153	1000886719
14	102220215	37.97134609	-87.5734153	1000886719
14	102220215	37.97134609	-87.5734153	1000899414
14	102220215	37.97134609	-87.5734153	1000899414
14	102220215	37.97134609	-87.5734153	1000917236
14	102220215	37.97134609	-87.5734153	1000917236
14	102220215	37.97134609	-87.5734153	1000917236
15	102049377	37.9713438	-87.57341176	1000905762
15	102049377	37.9713438	-87.57341176	1000905762
15	102049377	37.9713438	-87.57341176	1000915039
15	102049377	37.9713438	-87.57341176	1000944824
15	102049377	37.9713438	-87.57341176	1000944824
15	102049377	37.9713438	-87.57341176	1000965088
15	102049377	37.9713438	-87.57341176	1000965088
15	102049377	37.9713438	-87.57341176	1000965088
15	102049377	37.9713438	-87.57341176	1000885498
15	102049377	37.9713438	-87.57341176	1000917236
15	102049377	37.9713438	-87.57341176	1000917236
15	102049377	37.9713438	-87.57341176	1000924805
15	102049377	37.9713438	-87.57341176	1000924805
15	102049377	37.9713438	-87.57341176	1000924805
15	102049377	37.9713438	-87.57341176	1000943848
15	102049377	37.9713438	-87.57341176	1000943848
15	102049377	37.9713438	-87.57341176	1000921631
15	102049377	37.9713438	-87.57341176	1000921631
15	102049377	37.9713438	-87.57341176	1000921631
17	102024170	37.97134236	-87.57340913	1000943848
17	102024170	37.97134236	-87.57340913	1000943848
17	102024170	37.97134236	-87.57340913	1000866211
17	102024170	37.97134236	-87.57340913	1000872314
17	102024170	37.97134236	-87.57340913	1000872314
17	102024170	37.97134236	-87.57340913	1000903564
17	102024170	37.97134236	-87.57340913	1000903564
17	102024170	37.97134236	-87.57340913	1000903564
17	102024170	37.97134236	-87.57340913	1000846680
17	102024170	37.97134236	-87.57340913	1000841309
17	102024170	37.97134236	-87.57340913	1000857666
17	102024170	37.97134236	-87.57340913	1000857666
17	102024170	37.97134236	-87.57340913	1000857666
17	102024170	37.97134236	-87.57340913	1000874512
17	102024170	37.97134236	-87.57340913	1000874512
17	102024170	37.97134236	-87.57340913	1000874512
17	102024170	37.97134236	-87.57340913	1000890869
17	102024170	37.97134236	-87.57340913	1000890869
17	102024170	37.97134236	-87.57340913	1000890869
15	101693665	37.97134021	-87.57340685	1000896729
15	101693665	37.97134021	-87.57340685	1000896729
15	101693665	37.97134021	-87.57340685	1000882080
15	101693665	37.97134021	-87.57340685	1000882324
15	101693665	37.97134021	-87.57340685	1000882324
15	101693665	37.97134021	-87.57340685	1000916748
15	101693665	37.97134021	-87.57340685	1000916748
15	101693665	37.97134021	-87.57340685	1000916748
15	101693665	37.97134021	-87.57340685	1000902588
15	101693665	37.97134021	-87.57340685	1000886719
15	101693665	37.97134021	-87.57340685	1000886719
15	101693665	37.97134021	-87.57340685	1000886719
15	101693665	37.97134021	-87.57340685	1000904541
15	101693665	37.97134021	-87.57340685	1000904541
15	101693665	37.97134021	-87.57340685	1000904541
15	101693665	37.97134021	-87.57340685	1000904541
15	101693665	37.97134021	-87.57340685	1000882324
15	101693665	37.97134021	-87.57340685	1000882324
15	101693665	37.97134021	-87.57340685	1000882324
14	101527100	37.97133692	-87.57340509	1000910400
14	101527100	37.97133692	-87.57340509	1000910400
14	101527100	37.97133692	-87.57340509	1000876709
14	101527100	37.97133692	-87.57340509	1000872559
14	101527100	37.97133692	-87.57340509	1000872559
14	101527100	37.97133692	-87.57340509	1000895020
14	101527100	37.97133692	-87.57340509	1000895020
14	101527100	37.97133692	-87.57340509	1000895020
14	101527100	37.97133692	-87.57340509	1000941162
14	101527100	37.97133692	-87.57340509	1000901367
14	101527100	37.97133692	-87.57340509	1000901367
14	101527100	37.97133692	-87.57340509	1000901367
14	101527100	37.97133692	-87.57340509	1000921387
14	101527100	37.97133692	-87.57340509	1000921387
14	101527100	37.97133692	-87.57340509	1000921387
14	101527100	37.97133692	-87.57340509	1000921387
14	101527100	37.97133692	-87.57340509	1000879395
14	101527100	37.97133692	-87.57340509	1000879395
14	101527100	37.97133692	-87.57340509	1000879395
14	101434753	37.97133447	-87.57340404	1000905518
14	101434753	37.97133447	-87.57340404	1000905518
14	101434753	37.97133447	-87.57340404	1000908691
14	101434753	37.97133447	-87.57340404	1000861084
14	101434753	37.97133447	-87.57340404	1000861084
14	101434753	37.97133447	-87.57340404	1000899414
14	101434753	37.97133447	-87.57340404	1000899414
14	101434753	37.97133447	-87.57340404	1000899414
14	101434753	37.97133447	-87.57340404	1000825928
14	101434753	37.97133447	-87.57340404	1000845459
14	101434753	37.97133447	-87.57340404	1000845459
14	101434753	37.97133447	-87.57340404	1000862549
14	101434753	37.97133447	-87.57340404	1000862549
14	101434753	37.97133447	-87.57340404	1000862549
14	101434753	37.97133447	-87.57340404	1000862549
14	101434753	37.97133447	-87.57340404	1000862549
14	101434753	37.97133447	-87.57340404	1000875244
14	101434753	37.97133447	-87.57340404	1000875244
14	101434753	37.97133447	-87.57340404	1000875244
14	101382446	37.97133301	-87.57340324	1000936279
14	101382446	37.97133301	-87.57340324	1000936279
14	101382446	37.97133301	-87.57340324	1000947510
14	101382446	37.97133301	-87.57340324	1000893555
14	101382446	37.97133301	-87.57340324	1000893555
14	101382446	37.97133301	-87.57340324	1000884277
14	101382446	37.97133301	-87.57340324	1000884277
14	101382446	37.97133301	-87.57340324	1000921875
14	101382446	37.97133301	-87.57340324	1000859863
14	101382446	37.97133301	-87.57340324	1000838623
14	101382446	37.97133301	-87.57340324	1000838623
14	101382446	37.97133301	-87.57340324	1000867432
14	101382446	37.97133301	-87.57340324	1000867432
14	101382446	37.97133301	-87.57340324	1000867432
14	101382446	37.97133301	-87.57340324	1000867432
14	101382446	37.97133301	-87.57340324	1000880371
14	101382446	37.97133301	-87.57340324	1000880371
14	101382446	37.97133301	-87.57340324	1000880371
14	101382446	37.97133301	-87.57340324	1000880371
14	101313354	37.97133169	-87.57340228	1000869629
14	101313354	37.97133169	-87.57340228	1000869629
14	101313354	37.97133169	-87.57340228	1000886475
14	101313354	37.97133169	-87.57340228	1000881348
14	101313354	37.97133169	-87.57340228	1000881348
14	101313354	37.97133169	-87.57340228	1000927734
14	101313354	37.97133169	-87.57340228	1000927734
14	101313354	37.97133169	-87.57340228	1000948730
14	101313354	37.97133169	-87.57340228	1000866699
14	101313354	37.97133169	-87.57340228	1000890869
14	101313354	37.97133169	-87.57340228	1000890869
14	101313354	37.97133169	-87.57340228	1000901855
14	101313354	37.97133169	-87.57340228	1000901855
14	101313354	37.97133169	-87.57340228	1000901855
14	101313354	37.97133169	-87.57340228	1000859375
14	101313354	37.97133169	-87.57340228	1000859375
14	101313354	37.97133169	-87.57340228	1000859375
14	101313354	37.97133169	-87.57340228	1000859375
14	101313354	37.97133169	-87.57340228	1000859375
13	101334473	37.97133112	-87.57340184	1000889404
13	101334473	37.97133112	-87.57340184	1000890869
13	101334473	37.97133112	-87.57340184	1000890869
13	101334473	37.97133112	-87.57340184	1000858154
13	101334473	37.97133112	-87.57340184	1000904541
13	101334473	37.97133112	-87.57340184	1000904541
13	101334473	37.97133112	-87.57340184	1000904541
13	101334473	37.97133112	-87.57340184	1000929443
13	101334473	37.97133112	-87.57340184	1000834473
13	101334473	37.97133112	-87.57340184	1000844238
13	101334473	37.97133112	-87.57340184	1000844238
13	101334473	37.97133112	-87.57340184	1000857910
13	101334473	37.97133112	-87.57340184	1000857910
13	101334473	37.97133112	-87.57340184	1000857910
13	101334473	37.97133112	-87.57340184	1000905029
13	101334473	37.97133112	-87.57340184	1000905029
13	101334473	37.97133112	-87.57340184	1000905029
13	101334473	37.97133112	-87.57340184	1000905029
13	101334473	37.97133112	-87.57340184	1000905029
13	101331116	37.97133084	-87.57340161	1000973877
13	101331116	37.97133084	-87.57340161	1000973877
13	101331116	37.97133084	-87.57340161	1000973877
13	101331116	37.97133084	-87.57340161	1000891357
13	101331116	37.97133084	-87.57340161	1000891846
13	101331116	37.97133084	-87.57340161	1000891846
13	101331116	37.97133084	-87.57340161	1000906738
13	101331116	37.97133084	-87.57340161	1000906738
13	101331116	37.97133084	-87.57340161	1000866943
13	101331116	37.97133084	-87.57340161	1000836426
13	101331116	37.97133084	-87.57340161	1000839111
13	101331116	37.97133084	-87.57340161	1000839111
13	101331116	37.97133084	-87.57340161	1000839111
13	101331116	37.97133084	-87.57340161	1000839111
13	101331116	37.97133084	-87.57340161	1000863037
13	101331116	37.97133084	-87.57340161	1000863037
13	101331116	37.97133084	-87.57340161	1000863037
13	101331116	37.97133084	-87.57340161	1000863037
13	101331116	37.97133084	-87.57340161	1000881836
13	101313171	37.97133062	-87.57340142	1000914795
13	101313171	37.97133062	-87.57340142	1000914795
13	101313171	37.97133062	-87.57340142	1000914795
13	101313171	37.97133062	-87.57340142	1000888916
13	101313171	37.97133062	-87.57340142	1000888916
13	101313171	37.97133062	-87.57340142	1000888916
13	101313171	37.97133062	-87.57340142	1000934082
13	101313171	37.97133062	-87.57340142	1000934082
13	101313171	37.97133062	-87.57340142	1000966064
13	101313171	37.97133062	-87.57340142	1000840820
13	101313171	37.97133062	-87.57340142	1000850098
13	101313171	37.97133062	-87.57340142	1000850098
13	101313171	37.97133062	-87.57340142	1000850098
13	101313171	37.97133062	-87.57340142	1000850098
13	101313171	37.97133062	-87.57340142	1000868652
13	101313171	37.97133062	-87.57340142	1000868652
13	101313171	37.97133062	-87.57340142	1000868652
13	101313171	37.97133062	-87.57340142	1000934814
13	101313171	37.97133062	-87.57340142	1000934814
13	101299316	37.97133036	-87.57340124	1000968018
13	101299316	37.97133036	-87.57340124	1000968018
13	101299316	37.97133036	-87.57340124	1000968018
13	101299316	37.97133036	-87.57340124	1000921875
13	101299316	37.97133036	-87.57340124	1000921875
13	101299316	37.97133036	-87.57340124	1000921875
13	101299316	37.97133036	-87.57340124	1000913818
13	101299316	37.97133036	-87.57340124	1000913818
13	101299316	37.97133036	-87.57340124	1000967529
13	101299316	37.97133036	-87.57340124	1000856689
13	101299316	37.97133036	-87.57340124	1000856689
13	101299316	37.97133036	-87.57340124	1000856689
13	101299316	37.97133036	-87.57340124	1000856689
13	101299316	37.97133036	-87.57340124	1000856689
13	101299316	37.97133036	-87.57340124	1000882080
13	101299316	37.97133036	-87.57340124	1000882080
13	101299316	37.97133036	-87.57340124	1000898926
13	101299316	37.97133036	-87.57340124	1000898926
13	101299316	37.97133036	-87.57340124	1000898926
13	101265259	37.97132974	-87.57340083	1000862793
13	101265259	37.97132974	-87.57340083	1000862793
13	101265259	37.97132974	-87.57340083	1000862793
13	101265259	37.97132974	-87.57340083	1000895264
13	101265259	37.97132974	-87.57340083	1000895264
13	101265259	37.97132974	-87.57340083	1000895264
13	101265259	37.97132974	-87.57340083	1000894287
13	101265259	37.97132974	-87.57340083	1000894287
13	101265259	37.97132974	-87.57340083	1000929199
13	101265259	37.97132974	-87.57340083	1000816895
13	101265259	37.97132974	-87.57340083	1000816895
13	101265259	37.97132974	-87.57340083	1000816895
13	101265259	37.97132974	-87.57340083	1000816895
13	101265259	37.97132974	-87.57340083	1000832764
13	101265259	37.97132974	-87.57340083	1000832764
13	101265259	37.97132974	-87.57340083	1000832764
13	101265259	37.97132974	-87.57340083	1000857422
13	101265259	37.97132974	-87.57340083	1000857422
13	101265259	37.97132974	-87.57340083	1000857422
12	101245239	37.97132898	-87.57340036	1000919434
12	101245239	37.97132898	-87.57340036	1000919434
12	101245239	37.97132898	-87.57340036	1000919434
12	101245239	37.97132898	-87.57340036	1000973145
12	101245239	37.97132898	-87.57340036	1000973145
12	101245239	37.97132898	-87.57340036	1000973145
12	101245239	37.97132898	-87.57340036	1000920410
12	101245239	37.97132898	-87.57340036	1000920410
12	101245239	37.97132898	-87.57340036	1000926025
12	101245239	37.97132898	-87.57340036	1000885742
12	101245239	37.97132898	-87.57340036	1000885742
12	101245239	37.97132898	-87.57340036	1000885742
12	101245239	37.97132898	-87.57340036	1000885742
12	101245239	37.97132898	-87.57340036	1000856445
12	101245239	37.97132898	-87.57340036	1000856445
12	101245239	37.97132898	-87.57340036	1000856445
12	101245239	37.97132898	-87.57340036	1000887939
12	101245239	37.97132898	-87.57340036	1000887939
12	101245239	37.97132898	-87.57340036	1000887939
12	101241333	37.9713285	-87.57340007	1000908936
